"id","country","city","name","state","zipcode","date","gname","gaddress","website"
"1045","usa","philadelphia","drexel university","pa","19104-2816","1/4/2017","Drexel University","3141 Chestnut St, Philadelphia, PA 19104, USA","http://www.drexel.edu/"
"1046","usa","los altos","foothill college","ca","94022","1/31/2016","Foothill College","12345 El Monte Rd, Los Altos Hills, CA 94022, USA","http://www.foothill.edu/"
"1047","usa","oneonta","suny at oneonta","ny","13820-2685","1/31/2016","SUNY Oneonta","108 Ravine Pkwy, Oneonta, NY 13820, USA","http://www.oneonta.edu/"
"1048","usa","venice","state coll of florida - venice","fl","34293-5113","1/31/2016","State College of Florida","8000 South Tamiami Tr., Venice, FL 34293, Venice, FL 34293, USA","http://www.scf.edu/"
"1049","usa","austin","austin c c - pinnacle","tx","78736","1/31/2016","Austin Community College: Pinnacle Campus","7748 US-290, Austin, TX 78736, USA","http://www.austincc.edu/"
"1050","usa","pittsburgh","duquesne university","pa","15282","1/31/2016","Duquesne University","600 Forbes Ave, Pittsburgh, PA 15282, USA","http://www.duq.edu/"
"1051","usa","lexington","kctcs-bluegrass-cooper","ky","40506-0001","1/31/2016","Bluegrass Community & Technical College - Cooper Campus","470 Cooper Dr, Lexington, KY 40506, USA","http://www.bluegrass.kctcs.edu/"
"1052","usa","harriman","roane st cmty college","tn","37748-8615","1/31/2016","Roane State Community College","276 Patton Ln, Harriman, TN 37748, USA","http://www.roanestate.edu/"
"1053","usa","sidney","montcalm comm college","mi","48885-9723","1/31/2016","Montcalm Community College","2800 College Dr, Sidney, MI 48885, USA","http://www.montcalm.edu/"
"1054","usa","brunswick","college of coastal georgia","ga","31520-3632","1/31/2016","College of Coastal Georgia","1 College Dr, Brunswick, GA 31520, USA","http://ccga.edu/"
"1055","usa","avondale","estrella mountain cc","az","85392","1/31/2016","Estrella Mountain Community College","3000 N Dysart Rd, Avondale, AZ 85392, USA","http://www.estrellamountain.edu/"
"1056","usa","westerville","otterbein university","oh","43081","1/31/2016","Otterbein University","1 S Grove St, Westerville, OH 43081, USA","http://www.otterbein.edu/"
"1057","usa","bloomington","ivy tech comm coll - bloomington","in","47404-9772","1/31/2016","Ivy Tech Community College Bloomington","200 Daniels Way, Bloomington, IN 47404, USA","http://www.ivytech.edu/bloomington/"
"1058","usa","cypress","cypress college","ca","90630","1/31/2016","Cypress College","9200 Valley View St, Cypress, CA 90630, USA","http://www.cypresscollege.edu/"
"1059","usa","folsom","folsom lake college","ca","95630","1/31/2016","Folsom Lake College","10 College Pkwy, Folsom, CA 95630, USA","http://www.flc.losrios.edu/"
"1060","usa","ft pierce","indian river state college","fl","34981","1/31/2016","Indian River State College","3209 Virginia Ave, Fort Pierce, FL 34981, USA","http://www.irsc.edu/"
"1061","usa","centralia","centralia college","wa","98531","1/31/2016","Centralia College","600 Centralia College Blvd, Centralia, WA 98531, USA","http://www.centralia.edu/"
"1062","usa","new york","pace university","ny","10038-1502","1/31/2016","Pace University","1 Pace Plaza, New York, NY 10038, USA","http://www.pace.edu/"
"1063","usa","schenectady","schenectady county cc","ny","12305","1/31/2016","Schenectady County Community College","78 Washington Ave, Schenectady, NY 12305, USA","http://www.sunysccc.edu/"
"1064","usa","livonia","madonna university","mi","48150","1/31/2016","Madonna University","36600 Schoolcraft Rd, Livonia, MI 48150, USA","http://www.madonna.edu/"
"1065","usa","elyria","ashland univ - elyria","oh","44035","1/31/2016","Ashland University Center-Elyria","1005 N Abbe Rd, Elyria, OH 44035, USA","http://www.ashland.edu/"
"1066","usa","dixon","sauk valley college","il","61021","1/31/2016","Sauk Valley Community College","173 IL-2, Dixon, IL 61021, USA","http://www.svcc.edu/"
"1067","usa","anderson","ivy tech comm coll - anderson","in","46013-1502","1/31/2016","Ivy Tech Community College","104 W 53rd St, Anderson, IN 46013, USA","http://www.ivytech.edu/eastcentral/"
"1068","usa","rochester","monroe community college","ny","14623-5701","1/31/2016","Monroe Community College","1000 E Henrietta Rd, Rochester, NY 14623, USA","https://www.monroecc.edu/"
"1069","usa","estherville","iowa lakes cc-estherville","ia","51334-2721","1/31/2016","Iowa Lakes Community college","300 S 18th St, Estherville, IA 51334, USA","http://www.iowalakes.edu/"
"1070","usa","orono","univ of maine at orono","me","4469","1/31/2016","University of Maine","Orono, ME 04469, USA","https://umaine.edu/"
"1071","usa","olney","olney central college","il","62450-1043","8/23/2017","Olney Central College","305 N West St, Olney, IL 62450, USA","http://www.iecc.edu/occ"
"1072","usa","tampa","hillsborough cmty coll ybor","fl","33605","8/23/2017","Hillsborough Community College - Ybor City Campus","2112 N 15th St,, Tampa, FL 33605, USA","http://www.hccfl.edu/yc.aspx"
"1073","usa","charlottesville","vccs - piedmont virginia cc","va","22902-7589","8/23/2017","Piedmont Virginia Community College","501 College Dr, Charlottesville, VA 22902, USA","http://www.pvcc.edu/"
"1074","usa","goldsboro","wayne community coll goldsb","nc","27534-8212","8/23/2017","Wayne Community College","3000 Wayne Memorial Dr, Goldsboro, NC 27534, USA","http://www.waynecc.edu/"
"1075","usa","bel air","harford community college","md","21015-1627","8/23/2017","Harford Community College","401 Thomas Run Rd, Bel Air, MD 21015, USA","http://www.harford.edu/"
"1076","usa","raymond","hinds cc- raymond","ms","39154","8/23/2017","Hinds Community College","608 Hinds Blvd, Raymond, MS 39154, USA","http://www.hindscc.edu/"
"1077","usa","springfield","drury university-springfield","mo","65802-3712","8/23/2017","Drury University","900 N Benton Ave, Springfield, MO 65802, USA","http://www.drury.edu/"
"1078","usa","fairfield","solano community college","ca","945344017","8/23/2017","Solano Community College","4000 Suisun Valley Rd, Fairfield, CA 94534, USA","http://www.solano.edu/"
"1079","usa","beebe","arkansas state u beebe br","ar","72012-3109","8/23/2017","Arkansas State University Beebe","1000 W Iowa St, Beebe, AR 72012, USA","http://www.asub.edu/"
"1080","usa","ankeny","des moines area c c-ankeny","ia","50023-8995","8/23/2017","Des Moines Area Community College","2006 S Ankeny Blvd, Ankeny, IA 50023, USA","https://www.dmacc.edu/"
"1081","usa","san antonio","our lady of the lake univ","tx","78207","8/23/2017","Our Lady of the Lake University","411 SW 24th St, San Antonio, TX 78207, USA","http://www.ollusa.edu/"
"1082","usa","forrest city","east arkansas comm coll","ar","72335","8/23/2017","East Arkansas Community College","1700 New Castle Rd, Forrest City, AR 72335, USA","http://eacc.edu/"
"1083","usa","temple terrace","univ of south florida","fl","33637","8/23/2017","University of Phoenix - West Florida Campus","12802 Tampa Oaks Blvd #100, Temple Terrace, FL 33637, USA","http://www.phoenix.edu/campus-locations/fl/tampa-campus.html?channel=socm&init=yext&campus=WestFloridaLearningCenter"
"1084","usa","helena","carroll college","mt","59625-0001","8/23/2017","Carroll College","1601 N Benton Ave, Helena, MT 59625, USA","http://www.carroll.edu/"
"1085","usa","chicago heights","prairie state college","il","60411-8200","8/23/2017","Prairie State College","202 S Halsted St, Chicago Heights, IL 60411, USA","http://prairiestate.edu/"
"1086","usa","institute","west virginia st univ","wv","25112","8/23/2017","West Virginia State University","5000 Fairlawn Ave, Institute, WV 25112, USA","http://www.wvstateu.edu/"
"1087","usa","bemidji","bemidji state university","mn","56601","8/23/2017","Bemidji State University","1500 Birchmont Dr NE, Bemidji, MN 56601, USA","http://www.bemidjistate.edu/"
"1088","usa","devils lake","lake region state college","nd","58301-1598","8/23/2017","Lake Region State College","1801 College Dr N, Devils Lake, ND 58301, USA","http://www.lrsc.edu/discover-lrsc/visit-lrsc"
"1089","usa","tampa","university of south florida","fl","33620-9951","8/23/2017","University of South Florida","4202 E Fowler Ave, Tampa, FL 33620, USA","http://www.usf.edu/"
"1090","usa","lumberton","robeson community college","nc","28360-2158","8/23/2017","Robeson Community College","5160 Fayetteville Rd, Lumberton, NC 28360, USA","http://robeson.edu/"
"1091","usa","ottawa","ottawa university","ks","66067-3341","8/23/2017","Ottawa University","1001 S Cedar St, Ottawa, KS 66067, USA","http://www.ottawa.edu/"
"1092","usa","madison","ivy tech comm coll - madison","in","47250","8/23/2017","Ivy Tech Community College Madison Campus Library","590 Ivy Tech Dr, Madison, IN 47250, USA","http://wwwcc.ivytech.edu/library/southeast/about/library-hours-location.html"
"1093","usa","lawrenceville","georgia gwinnett college","ga","30043-7409","8/23/2017","Georgia Gwinnett College","1000 University Center Ln, Lawrenceville, GA 30043, USA","http://www.ggc.edu/"
"1094","usa","burnaby","simon fraser university","bc","v5a 1s6","8/23/2017","Simon Fraser University","8888 University Dr, Burnaby, BC V5A 1S6, Canada","http://www.sfu.ca/"
"1095","usa","jamestown","jamestown cmty clg jamestwn","ny","14701-1920","8/23/2017","Jamestown Community College","525 Falconer St, Jamestown, NY 14701, USA","http://www.sunyjcc.edu/"
"1096","usa","marietta","kennesaw state univ - marietta cmps","ga","30060-2855","8/23/2017","Kennesaw State University Marietta Campus","1100 South Marietta Pkwy SE, Marietta, GA 30060, USA","http://www.kennesaw.edu/"
"1097","usa","berkeley","univ of calif -  berkeley","ca","94720","8/23/2017","University of California, Berkeley","Berkeley, CA, USA","http://www.berkeley.edu/"
"1098","usa","wichita","friends university","ks","67213-3379","8/23/2017","Friends University","2100 W University Ave, Wichita, KS 67213, USA","http://www.friends.edu/"
"1099","usa","winston salem","forsyth technical comm coll","nc","27103-5150","8/24/2017","Forsyth Technical Community College","2100 Silas Creek Pkwy, Winston-Salem, NC 27103, USA","http://www.forsythtech.edu/"
"1100","usa","overland park","univ of kansas-overland par","ks","66225","8/24/2017","University of Kansas Edwards Campus","12600 S Quivira Rd, Overland Park, KS 66213, USA","http://edwardscampus.ku.edu/"
"1101","usa","sayre","s w ok st univ-sayre","ok","73662","8/24/2017","Southwestern Oklahoma State University Bookstore","409 E Mississippi Ave, Sayre, OK 73662, USA","http://www.swsayre.bkstr.com/"
"1102","usa","media","penn state u brandywine","pa","19063-5522","8/24/2017","Penn State Brandywine","25 Yearsley Mill Rd, Media, PA 19063, USA","http://brandywine.psu.edu/"
"1103","usa","keene","southwestern adventist univ","tx","76059","8/24/2017","Southwestern Adventist University","100 W Hillcrest St, Keene, TX 76059, USA","https://www.swau.edu/"
"1104","usa","fairfax","george mason university","va","22030-4422","8/24/2017","George Mason University","4400 University Dr, Fairfax, VA 22030, USA","http://www.gmu.edu/"
"1105","usa","lima","j a rhodes state college","oh","45804-3576","8/24/2017","Rhodes State College","4240 Campus Dr, Lima, OH 45804, USA","http://www.rhodesstate.edu/"
"1106","usa","wilmington","southern state cc - north","oh","45177-7146","8/24/2017","Southern State Community College - North Campus","1850 Davids Dr, Wilmington, OH 45177, USA","https://www.sscc.edu/"
"1107","usa","mandeville","northshore tech cc - mandeville","la","70471","8/24/2017","Northshore Technical Community College - Connect to Success Mandeville","21454 Koop Dr Suite 3A, Mandeville, LA 70471, USA","http://www.northshorecollege.edu/"
"1108","usa","san mateo","college of san mateo","ca","94402","8/24/2017","College of San Mateo Campus","1700 W Hillsdale Blvd, San Mateo, CA 94402, USA","https://www.collegeofsanmateo.edu/"
"1109","usa","alfred","alfred university","ny","14802","8/24/2017","Alfred University","1 Saxon Dr, Alfred, NY 14802, USA","http://www.alfred.edu/"
"1110","usa","raleigh","nc state university","nc","27606-1428","8/24/2017","North Carolina State University","Raleigh, NC 27695, USA","http://www.ncsu.edu/"
"1111","usa","merced","uc merced","ca","95343","8/24/2017","University of California, Merced","5200 Lake Rd, Merced, CA 95340, USA","http://www.ucmerced.edu/"
"1112","usa","cresson","mount aloysius college","pa","16630-1902","8/24/2017","Mount Aloysius College","7373 Admiral Peary Hwy, Cresson, PA 16630, USA","http://www.mtaloy.edu/"
"1113","usa","moscow","university of idaho","id","83844","8/24/2017","University of Idaho","875 Perimeter Dr, Moscow, ID 83844, USA","http://www.uidaho.edu/"
"1114","usa","orange park","st johns river st coll - org park","fl","32065-7639","8/24/2017","St. Johns River State College-Orange Park Campus","283 College Dr, Orange Park, FL 32065, USA","http://sjrstate.edu/campusopc.html"
"1115","usa","new orleans","loyola university","la","70118-6143","8/24/2017","Loyola University New Orleans","6363 St Charles Ave, New Orleans, LA 70118, USA","http://www.loyno.edu/"
"1116","usa","cleveland","truett mcconnell college","ga","30528-1264","8/24/2017","Truett McConnell University","100 Alumni Dr, Cleveland, GA 30528, USA","http://www.truett.edu/"
"1117","usa","greensburg","seton hill university","pa","15601","8/24/2017","Seton Hill University","1 Seton Hill Dr, Greensburg, PA 15601, USA","http://www.setonhill.edu/"
"1118","usa","notre dame","holy cross college","in","46556","8/24/2017","Holy Cross College","54515 IN-933, Notre Dame, IN 46556, USA","http://www.hcc-nd.edu/"
"1119","usa","west liberty","west liberty university","wv","26074","8/24/2017","West Liberty University","101 Faculty Dr, West Liberty, WV 26074, USA","http://westliberty.edu/"
"1120","usa","west des moines","des moines area cc-west","ia","50266-5302","8/24/2017","DMACC West Campus Bookstore","5959 Grand Ave, West Des Moines, IA 50266, USA","https://www.dmacc.edu/west"
"1121","usa","huntsville","univ of alabama-huntsville","al","35899-1911","8/24/2017","The University of Alabama in Huntsville","301 Sparkman Dr NW, Huntsville, AL 35899, USA","http://www.uah.edu/"
"1122","usa","lakeland","florida southern college","fl","33801-5607","8/24/2017","Florida Southern College","111 Lake Hollingsworth Dr, Lakeland, FL 33801, USA","https://www.flsouthern.edu/"
"1123","usa","greensburg","northshore tech cc - greensburg","la","70441","8/24/2017","Northshore Technical Community College","7067 LA-10, Greensburg, LA 70441, USA","http://northshorecollege.edu/"
"1124","usa","tamp","saint leo univ - tampa","fl","336198317","8/24/2017","Saint Leo University - Tampa Education Center","1120 E Kennedy Blvd #238, Tampa, FL 33602, USA","http://www.saintleo.edu/education-centers/locations/tampa-education-center.aspx"
"1125","usa","altoona","penn state u altoona","pa","16601-3777","8/24/2017","Penn State Altoona","3000 Ivyside Park, Altoona, PA 16601, USA","http://altoona.psu.edu/"
"1126","usa","tulsa","tulsa comm coll-west campus","ok","74107","3/10/2015","Tulsa Community College West Campus","7505 W 41st St S, Tulsa, OK 74107, USA","http://www.tulsacc.edu/"
"1127","usa","medford","tufts university","ma","2155","3/11/2015","Tufts University","419 Boston Ave, Medford, MA 02155‎, USA","http://www.tufts.edu/"
"1128","usa","pensacola","pensacola state college","fl","32504-8910","3/11/2015","Pensacola State College","1000 College Blvd, Pensacola, FL 32504, USA","http://www.pensacolastate.edu/"
"1129","usa","spokane","whitworth university","wa","99251","3/12/2015","Whitworth University","300 W Hawthorne Rd, Spokane, WA 99251, USA","http://www.whitworth.edu/"
"1130","usa","albemarle","stanly community college","nc","28001-7458","3/12/2015","Stanly Community College","141 College Dr, Albemarle, NC 28001, USA","http://www.stanly.edu/"
"1131","usa","newton","boston college","ma","02459-1148","3/12/2015","Boston College Law School","885 Centre St, Newton, MA 02458, USA","https://www.bc.edu/bc-web/schools/law.html"
"1132","usa","redlands","community christian college","ca","92373","3/12/2015","Community Christian College","1795 Sessums Dr, Redlands, CA 92374, USA","http://www.cccollege.edu/"
"1133","usa","detroit","wayne cnty cc-nw","mi","48219-3580","3/12/2015","Wayne County Community College District","801 W Fort St, Detroit, MI 48226, USA","http://www.wcccd.edu/"
"1134","usa","grand rapids","aquinas college","mi","49506-1741","3/18/2015","Aquinas College","1700 Fulton St E, Grand Rapids, MI 49506, USA","http://www.aquinas.edu/"
"1135","usa","kingwood","lonestar college - kingwood","tx","77339","3/18/2015","Lone Star College-Kingwood","20000 Kingwood Dr, Kingwood, TX 77339, USA","http://www.lonestar.edu/kingwood.htm"
"1136","usa","orlando","valencia coll - west","fl","32811-2302","3/24/2015","Valencia College, West Campus","1800 S Kirkman Rd, Orlando, FL 32811, USA","http://valenciacollege.edu/west"
"1137","usa","owensboro","kctcs-owensboro-downtown","ky","42301-4806","3/24/2015","Owensboro Community & Technical College","4800 New Hartford Rd, Owensboro, KY 42303, USA","http://www.owensboro.kctcs.edu/"
"1138","usa","saint paul","macalester college","mn","55105-1801","3/26/2015","Macalester College","1600 Grand Ave, St Paul, MN 55105, USA","http://www.macalester.edu/"
"1139","usa","los angeles","ucla - los angeles","ca","90095","3/30/2015","University of California, Los Angeles","Los Angeles, CA 90095, USA","http://www.ucla.edu/"
"1140","usa","bryan","blinn -occ ed college","tx","77801","3/30/2015","Blinn College","301 Post Office St, Bryan, TX 77801, USA","http://www.blinn.edu/brazos/"
"1141","usa","kaneohe","hawaii pacific univ-loa","hi","96744","3/31/2015","Hawaii Pacific University Hawaii Loa Campus","45-045 Kamehameha Hwy, Kaneohe, HI 96744, USA","null"
"1142","usa","orlando","adventist univ of health sci","fl","32803-1237","3/31/2015","Adventist University of Health Sciences","671 Winyah Dr, Orlando, FL 32803, USA","http://www.adu.edu/"
"1143","usa","seminole","seminole state college","ok","74868","4/1/2015","Seminole State College","2701 Boren Blvd, Seminole, OK 74868, USA","http://www.sscok.edu/"
"1144","usa","nashville","tenn state university","tn","37209","4/5/2015","Tennessee State University","3500 John A Merritt Blvd, Nashville, TN 37209, USA","http://www.tnstate.edu/"
"1145","usa","lenexa","a&l underground inc","ks","66215","4/7/2015","","",""
"1146","usa","mount vernon","skagit valley college","wa","98273","4/7/2015","Skagit Valley College","2405 E. College Way, Mt Vernon, WA 98273, USA","http://www.skagit.edu/"
"1147","usa","presque isle","northern maine comm coll","me","04769-2016","4/7/2015","NMCC","33 Edgemont Dr, Presque Isle, ME 04769, USA","http://www.nmcc.edu/"
"1148","usa","columbus","inside sales","oh","43235","4/9/2015","","",""
"1149","usa","colchester","saint michaels college","vt","05439-0001","4/9/2015","Saint Michael's College","One Winooski Park, Colchester, VT 05439, USA","http://smcvt.edu/"
"1150","usa","aberdeen","grays harbor cmty college","wa","98520","4/13/2015","Grays Harbor College","1620 Edward P Smith Dr, Aberdeen, WA 98520, USA","http://www.ghc.edu/"
"1151","usa","mobile","spring hill college","al","36608-1780","4/15/2015","Spring Hill College","4000 Dauphin St, Mobile, AL 36608, USA","http://www.shc.edu/"
"1152","usa","media","pennsylvania inst tech","pa","19063-4036","4/17/2015","Pennsylvania Institute Of Technology","800 Manchester Ave, Media, PA 19063, USA","http://www.pit.edu/"
"1153","usa","garden city","nassau community college","ny","11530","4/18/2015","Nassau Community College","1 Education Dr, Garden City, NY 11530, USA","http://www.ncc.edu/"
"1154","usa","hartsville","coker college","sc","29550-3742","4/18/2015","Coker College","300 E College Ave, Hartsville, SC 29550, USA","http://www.coker.edu/"
"1155","usa","olympia","south puget sound cmty coll","wa","98512","4/20/2015","South Puget Sound Community College","2011 Mottman Rd SW, Olympia, WA 98512, USA","http://www.spscc.edu/"
"1156","usa","tifton","abraham baldwin agric coll","ga","31793","4/21/2015","Abraham Baldwin Agricultural College","2802 Moore Hwy, Tifton, GA 31793, USA","http://www.abac.edu/"
"1157","usa","brooklyn","brooklyn college","ny","11210-2850","4/21/2015","Brooklyn College","2900 Bedford Ave, Brooklyn, NY 11210, USA","http://brooklyn.cuny.edu/"
"1158","usa","sumter","central carolina tech coll","sc","29150","4/22/2015","Central Carolina Technical College","506 N Guignard Dr, Sumter, SC 29150, USA","http://www.cctech.edu/"
"1159","usa","rockville","johns hopkins university","md","20850-3330","4/22/2015","Johns Hopkins University - Montgomery County Campus","9601 Medical Center Dr, Rockville, MD 20850, USA","http://web.jhu.edu/MCC/index.html"
"1160","usa","keuka park","keuka college","ny","14478","4/24/2015","Keuka College","141 Central Ave, Keuka Park, NY 14478, USA","http://keuka.edu/"
"1161","usa","cortland","suny at cortland","ny","13045","4/25/2015","Suny at Cortland","Suny at Cortland, Cortland, NY 13045, USA","null"
"1162","usa","parkville","park university","mo","64152-4358","4/27/2015","Park University","8700 NW River Park Dr, Parkville, MO 64152, USA","http://www.park.edu/"
"1163","usa","glassboro","rowan university of new jersey","nj","08028-1700","4/29/2015","Courtyard by Marriott Glassboro Rowan University","325 Rowan Blvd, Glassboro, NJ 08028, USA","http://www.marriott.com/hotels/travel/phlgb-courtyard-glassboro-rowan-university/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2"
"1164","usa","jacksonville","fl st coll - jacksonville south","fl","32246","1/4/2017","Florida State College at Jacksonville - South Campus","11901 Beach Blvd, Jacksonville, FL 32246, USA","http://www.fscj.edu/"
"1165","usa","johnstown","univ of pitts at johnstown","pa","15904-2912","1/4/2017","University of Pittsburgh at Johnstown","450 Schoolhouse Rd, Johnstown, PA 15904, USA","http://upj.pitt.edu/"
"1166","usa","greenville","thiel college","pa","16125-2186","1/4/2017","Thiel College","75 College Ave, Greenville, PA 16125, USA","http://www.thiel.edu/"
"1167","usa","boston","wentworth inst of tech","ma","02115-5901","1/4/2017","Wentworth Institute of Technology","550 Huntington Ave, Boston, MA 02115, USA","https://www.wit.edu/"
"1168","usa","portland","portland cmty coll cascade","or","97217","1/4/2017","Portland Community College Cascade","705 N Killingsworth St, Portland, OR 97217, USA","http://www.pcc.edu/"
"1169","usa","meridan","univ of phoenix - id","id","83642","1/4/2017","University of Phoenix - Idaho Campus","1422 S Tech Ln, Meridian, ID 83642, USA","http://www.phoenix.edu/campus-locations/id/idaho-campus/idaho-campus.html"
"1170","usa","greensburg","univ of pitts at greensburg","pa","15601-5804","1/4/2017","University of Pittsburgh","150 Finoli Dr, Greensburg, PA 15601, USA","http://greensburg.pitt.edu/"
"1171","usa","titusville","univ of pitts at titusville","pa","16354","1/4/2017","University of Pittsburgh at Titusville","504 E Main St, Titusville, PA 16354, USA","http://www.upt.pitt.edu/"
"1172","usa","portland","portland cmty coll rock crk","or","97229","1/5/2017","Portland Community College Rock Creek","17705 NW Springville Rd, Portland, OR 97229, USA","http://www.pcc.edu/about/locations/rock-creek/"
"1173","usa","nashua","rivier university","nh","3060","1/5/2017","Rivier University","420 Main St, Nashua, NH 03060, USA","http://www.rivier.edu/"
"1174","usa","jacksonville","jacksonville st university","al","36265-1602","1/5/2017","Jacksonville State University","700 Pelham Rd N, Jacksonville, AL 36265, USA","http://www.jsu.edu/"
"1175","usa","santa clara","santa clara university","ca","95053","1/5/2017","Santa Clara University","500 El Camino Real, Santa Clara, CA 95053, USA","https://www.scu.edu/"
"1176","usa","tampa","southwest florida coll","fl","33619-1344","1/5/2017","Southern Technical College - Tampa","3910 Riga Blvd, Tampa, FL 33619, USA","http://www.southerntech.edu/locations/tampa/"
"1177","usa","oakwood","lanier tech coll - oakwood","ga","30566","1/5/2017","Lanier Technical College","2990 Landrum Education Dr, Oakwood, GA 30566, USA","http://www.laniertech.edu/"
"1178","usa","hanceville","wallace st comm coll-hanceville","al","35077","1/5/2017","Wallace State Community College","801 Main St NW, Hanceville, AL 35077, USA","http://www.wallacestate.edu/"
"1179","usa","warren","macomb cmty coll-south cp","mi","48088","1/31/2016","Macomb Community College","14500 Twelve Mile Rd, Warren, MI 48088, USA","http://www.macomb.edu/"
"1180","usa","west chester","west chester university","pa","19383","2/1/2016","Department of Economics and Finance, West Chester University","700 S High St, West Chester, PA 19383, USA","http://www.wcupa.edu/"
"1181","usa","hobbs","new mexico junior college","nm","88240","2/1/2016","New Mexico Junior College","5317 N Lovington Hwy, Hobbs, NM 88240, USA","http://nmjc.edu/"
"1182","usa","portsmouth","great bay community coll","nh","03801-2879","2/1/2016","Great Bay Community College","320 Corporate Dr, Portsmouth, NH 03801, USA","http://www.greatbay.edu/"
"1183","usa","takoma park","montgomery coll-takoma park","md","20912-4141","2/1/2016","Montgomery College Takoma Park/Silver Spring Campus","7600 Takoma Ave, Takoma Park, MD 20912, USA","http://www.montgomerycollege.edu/"
"1184","usa","texarkana","texarkana college","tx","75501","2/1/2016","Texarkana College","2500 N Robison Rd, Texarkana, TX 75599, USA","https://www.texarkanacollege.edu/"
"1185","usa","indianapolis","marian university - in","in","46222-1960","2/1/2016","Marian University","3200 Cold Spring Rd, Indianapolis, IN 46222, USA","https://www.marian.edu/"
"1186","usa","franklin springs","emmanuel college","ga","30639","1/6/2017","Emmanuel College","181 Spring St, Franklin Springs, GA 30639, USA","http://ec.edu/"
"1187","usa","pensacola","university of west florida","fl","32514","1/6/2017","University of West Florida","11000 University Pkwy, Pensacola, FL 32514, USA","http://uwf.edu/"
"1188","usa","columbia","columbia college","sc","29203","1/6/2017","Columbia College","1301 Columbia College Dr, Columbia, SC 29203, USA","http://columbiasc.edu/"
"1189","usa","flint","univ of michigan-flint","mi","48502","1/6/2017","University of Michigan-Flint","303 E Kearsley St, Flint, MI 48502, USA","http://www.umflint.edu/"
"1190","usa","chicago","university of chicago","il","60637","1/6/2017","The University of Chicago","5801 S Ellis Ave, Chicago, IL 60637, USA","http://www.uchicago.edu/"
"1191","usa","lancaster","ohio univ-lancaster","oh","43130-1037","1/6/2017","Ohio University Lancaster Campus","1570 Granville Pike, Lancaster, OH 43130, USA","https://www.ohio.edu/lancaster/about/campusbuildingmaps.cfm"
"1192","usa","greenville","furman university","sc","29613-0002","1/6/2017","Furman University","3300 Poinsett Hwy, Greenville, SC 29613, USA","http://furman.edu/"
"1193","usa","aberdeen","presentation college","sd","57401","1/6/2017","Presentation College","1500 N Main St, Aberdeen, SD 57401, USA","http://www.presentation.edu/"
"1194","usa","eugene","university of oregon","or","97403-1253","1/6/2017","University of Oregon","1585 E 13th Ave, Eugene, OR 97403, USA","http://www.uoregon.edu/"
"1195","usa","portland","univ of oregon","or","97204","1/7/2017","University of Oregon","70 NW Couch Street, Portland, OR 97209, USA","http://pdx.uoregon.edu/"
"1196","usa","fort myers","fl southwestern st coll - lee campus","fl","33919-5566","1/7/2017","Florida SouthWestern State College","8099 College Pkwy, Fort Myers, FL 33919, USA","http://www.fsw.edu/"
"1197","usa","chester","vccs - john tyler cc-chester","va","23831","1/7/2017","John Tyler Community College - Chester Campus","13101 Jefferson Davis Hwy, Chester, VA 23831, USA","http://www.jtcc.edu/"
"1198","usa","riverside","univ of calif - riverside","ca","92521","2/1/2016","University of California, Riverside","900 University Ave, Riverside, CA 92521, USA","http://www.ucr.edu/"
"1199","usa","hudson","caldwell community college","nc","28638-2672","2/1/2016","Caldwell Community College and Technical Institute","2855 Hickory Blvd, Hudson, NC 28638, USA","http://www.cccti.edu/default.asp"
"1200","usa","seattle","shoreline cmty college","wa","98133","2/1/2016","Shoreline Community College","16101 Greenwood Ave N, Shoreline, WA 98133, USA","http://www.shoreline.edu/"
"1201","usa","boone","des moines area cc-boone","ia","50036-5326","2/1/2016","Des Moines Area Community College","1125 Hancock Dr, Boone, IA 50036, USA","http://www.dmacc.edu/"
"1202","usa","malibu","pepperdine univ - malibu","ca","90263","2/1/2016","Pepperdine University","24255 Pacific Coast Hwy, Malibu, CA 90263, USA","http://www.pepperdine.edu/"
"1203","usa","mexia","navarro coll - mexia","tx","76667","2/1/2016","Navarro College South at Mexia","901 N Dr M.L.K. Jr. Hwy, Mexia, TX 76667, USA","http://www.navarrocollege.edu/"
"1204","usa","springfield","american international coll","ma","01109-3151","2/1/2016","American International College","1000 State St, Springfield, MA 01109, USA","http://www.aic.edu/"
"1205","usa","hamilton","colgate university","ny","13346-1338","2/1/2016","Colgate University","13 Oak Dr, Hamilton, NY 13346, USA","http://www.colgate.edu/"
"1206","usa","madisonville","kctcs-madisonville","ky","42431-9185","2/1/2016","Madisonville Community College","2000 College Dr, Madisonville, KY 42431, USA","http://www.madisonville.kctcs.edu"
"1207","usa","whittier","rio hondo college","ca","90601","2/1/2016","Rio Hondo College","3600 Workman Mill Rd, Whittier, CA 90601, USA","http://www.riohondo.edu/"
"1208","usa","bennington","southern vermont college","vt","05201-9269","2/1/2016","Southern Vermont College","982 Mansion Dr, Bennington, VT 05201, USA","https://www.svc.edu/"
"1209","usa","costa mesa","orange coast college","ca","92626","2/1/2016","Orange Coast College","2701 Fairview Rd, Costa Mesa, CA 92626, USA","http://www.orangecoastcollege.edu/"
"1210","usa","allentown","cedar crest college","pa","18104-6132","2/1/2016","Cedar Crest College","100 College Dr, Allentown, PA 18104, USA","http://www.cedarcrest.edu/"
